,experiment,experiment_group,seed,method,lower_tau,upper_tau,nominal_coverage,n,n_train,n_test,d,rho,covariance,noise_dist,sigma,heteroskedastic,hetero_strength,t_df,sparsity,lp_alpha,l1,l2,base_lr,batch_size,max_iter,fit_seconds_lower,fit_seconds_upper,fit_seconds,n_iter_lower,n_iter_upper,lower_test_pinball,upper_test_pinball,mean_test_pinball,lower_train_kkt_grad_inf,upper_train_kkt_grad_inf,coverage,mean_width,crossing_rate,winkler
167,Heteroskedastic,hyperparameter_robustness,2,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,1.0,1024,5000,2.6661329020007543,3.239935776000493,5.9060686780012475,5000,5000,0.2715533757195841,0.24440560218230017,0.25797948895094214,0.0013606622715945735,0.0006613646007220323,0.955,15.87744718251867,0.0,20.63835911607536
168,Heteroskedastic,hyperparameter_robustness,3,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,1.0,1024,5000,3.4414911270014272,3.017639532999965,6.459130660001392,5000,5000,0.2479117315832487,0.2396001677379605,0.2437559496606046,0.0019429739077022772,0.0013573097676941287,0.953,14.8636221309996,0.0,19.500475972848356
169,Heteroskedastic,hyperparameter_robustness,4,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,1.0,1024,5000,2.6044084879995353,2.6863604090012814,5.290768897000817,5000,5000,0.37882632287657875,0.3597573487854052,0.369291835830992,0.0006113683835942185,0.0011169260198793407,0.947,21.843411432470326,0.0,29.54334686647934
170,Heteroskedastic,hyperparameter_robustness,0,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,1.0,2048,5000,5.374000124000304,4.2334348679996765,9.60743499199998,5000,5000,0.2807618403750345,0.2677856773705469,0.2742737588727907,0.000941497847945972,0.0010123406971016377,0.947,16.077204381116132,0.0,21.941900709823248
171,Heteroskedastic,hyperparameter_robustness,1,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,1.0,2048,5000,4.100731496999288,5.3968355739998515,9.497567070999139,5000,5000,0.1817068728374648,0.19923809365341735,0.19047248324544108,0.0016925822037114227,0.0006686944206518467,0.943,11.068041197326457,0.0,15.237798659635276
172,Heteroskedastic,hyperparameter_robustness,2,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,1.0,2048,5000,3.6687253509990114,4.053535082999588,7.722260433998599,5000,5000,0.2717031164018448,0.24391328797022707,0.25780820218603595,0.0013606622715945735,0.0010793580552677581,0.954,15.79698578020445,0.0,20.62465617488287
173,Heteroskedastic,hyperparameter_robustness,3,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,1.0,2048,5000,4.603445189000922,4.520940276999681,9.124385466000604,5000,5000,0.2469545727052688,0.23912164243633602,0.2430381075708024,0.001626251365760721,0.0010733168071206639,0.951,14.605097386984042,0.0,19.44304860566418
174,Heteroskedastic,hyperparameter_robustness,4,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,1.0,2048,5000,3.8246524650003266,3.8171705389995623,7.641823003999889,5000,5000,0.37963972999485984,0.358930596147809,0.3692851630713344,0.0007228654572640677,0.0012483166812632127,0.946,21.659386526826776,0.0,29.542813045706733
175,Heteroskedastic,hyperparameter_robustness,0,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,32,5000,2.0044212899993,2.11074976800046,4.11517105799976,5000,5000,0.29254570181708833,0.2759561389896337,0.28425092040336103,0.0012664400702422118,0.0018453234470627998,0.97,19.81841357814545,0.0,22.740073632268867
176,Heteroskedastic,hyperparameter_robustness,1,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,32,5000,1.3032572809988778,1.2835983209988626,2.5868556019977405,5000,5000,0.19195060811021986,0.20530167659946358,0.19862614235484172,0.0015233497421752674,0.0023260248863691316,0.976,14.29804747602277,0.0,15.89009138838733
177,Heteroskedastic,hyperparameter_robustness,2,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,32,5000,1.2679739289997087,1.3034658190008486,2.5714397480005573,5000,5000,0.28158612470649974,0.2711051870884501,0.27634565589747495,0.0015109617326121388,0.0016324048566806813,0.98,19.94616033321987,0.0,22.107652471797984
178,Heteroskedastic,hyperparameter_robustness,3,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,32,5000,1.2980030819999229,1.2810790149997047,2.5790820969996275,5000,5000,0.26146537373038176,0.25885962214111286,0.2601624979357473,0.0013538560796642525,0.0019472446974221668,0.981,18.790154972897696,0.0,20.812999834859777
179,Heteroskedastic,hyperparameter_robustness,4,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,32,5000,1.3766767800007074,1.6989335440011928,3.0756103240019,5000,5000,0.3840093657892245,0.3689145297779845,0.37646194778360453,0.002077994429884995,0.0010922360518653773,0.966,25.474889432996683,0.0,30.116955822688347
180,Heteroskedastic,hyperparameter_robustness,0,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,64,5000,2.094592756999191,1.9540197139995144,4.048612470998705,5000,5000,0.2836353614159859,0.2743721654421948,0.27900376342909033,0.0006894125472268292,0.0016818830601922352,0.964,18.396003881870893,0.0,22.32030107432722
181,Heteroskedastic,hyperparameter_robustness,1,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,64,5000,1.314664546000131,1.3958995579996554,2.7105641039997863,5000,5000,0.1876685889686516,0.19930410989745692,0.19348634943305426,0.0016431575615213734,0.0008987499651041823,0.963,13.357274614431315,0.0,15.478907954644331
182,Heteroskedastic,hyperparameter_robustness,2,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,64,5000,1.4236909380015277,1.38317398000072,2.8068649180022476,5000,5000,0.27692506915753845,0.2631142223250522,0.27001964574129533,0.002622359231302294,0.002164925115360666,0.975,18.82072478416147,0.0,21.60157165930362
183,Heteroskedastic,hyperparameter_robustness,3,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,64,5000,1.41079589400033,1.3685725720006303,2.7793684660009603,5000,5000,0.2542570814281124,0.25026228633987285,0.2522596838839926,0.0017053436143369472,0.0020239732245881624,0.974,17.464414323477083,0.0,20.1807747107194
184,Heteroskedastic,hyperparameter_robustness,4,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,64,5000,1.6623013309999806,2.1440690479994373,3.806370378999418,5000,5000,0.37666937098694886,0.36903487099201715,0.372852120989483,0.0021600627744427967,0.0013351993270887676,0.965,24.538994700094708,0.0,29.828169679158623
185,Heteroskedastic,hyperparameter_robustness,0,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,128,5000,2.131721450999976,1.4003182230007951,3.532039674000771,5000,5000,0.27987930973107616,0.26871208841551425,0.2742956990732952,0.0009343560239609875,0.0017813834428175525,0.962,17.833592210907742,0.0,21.943655925863606
186,Heteroskedastic,hyperparameter_robustness,1,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,128,5000,1.4082358989999193,1.4169986279994191,2.8252345269993384,5000,5000,0.19172646073865052,0.19874760462389363,0.19523703268127207,0.0012069158124237212,0.0010217525405368513,0.963,13.242617190978038,0.0,15.618962614501758
187,Heteroskedastic,hyperparameter_robustness,2,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,128,5000,1.4801210169989645,1.4506306010007393,2.9307516179997037,5000,5000,0.2736558099198005,0.25584007711290974,0.2647479435163551,0.001881893762503984,0.0010721225634432365,0.969,17.94076611591014,0.0,21.1798354813084
188,Heteroskedastic,hyperparameter_robustness,3,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,128,5000,1.4448138330008078,1.9155456940006843,3.360359527001492,5000,5000,0.2539986220572574,0.24718679620983341,0.25059270913354537,0.0030622690060785043,0.0020751993064303726,0.969,16.904004669688554,0.0,20.047416730683622
189,Heteroskedastic,hyperparameter_robustness,4,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,128,5000,2.1498261199994886,2.006949638998776,4.156775758998265,5000,5000,0.37560788744887663,0.3602612352944989,0.3679345613716878,0.0009661874767758244,0.0006181275758554847,0.958,23.50067306196848,0.0,29.434764909735005
190,Heteroskedastic,hyperparameter_robustness,0,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,256,5000,1.6344155999995564,1.7447320009996474,3.379147600999204,5000,5000,0.2824474956620479,0.26847780386328807,0.275462649762668,0.001353128868533706,0.0015474379421648705,0.958,17.666925162629973,0.0,22.03701198101343
191,Heteroskedastic,hyperparameter_robustness,1,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,256,5000,1.6694027599987749,1.7040853719990992,3.373488131997874,5000,5000,0.18681174831462563,0.19868733709789252,0.19274954270625907,0.0017202113996196268,0.0011365208182803623,0.957,12.867356500840193,0.0,15.419963416500718
192,Heteroskedastic,hyperparameter_robustness,2,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,256,5000,1.729043665000063,2.2227972829987266,3.9518409479987895,5000,5000,0.2727412341452101,0.2521295990295215,0.2624354165873658,0.0020013751378880388,0.0017408396422587424,0.966,17.459995084274908,0.0,20.994833326989255
193,Heteroskedastic,hyperparameter_robustness,3,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,256,5000,2.5788899189992662,1.8253500939990772,4.4042400129983434,5000,5000,0.25391728945847025,0.24310443877952403,0.24851086411899714,0.0020087812716205276,0.002307038234799931,0.966,16.31198362997292,0.0,19.88086912951976
194,Heteroskedastic,hyperparameter_robustness,4,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,256,5000,1.6267372509992128,1.7278521249991172,3.35458937599833,5000,5000,0.37584770317065214,0.36351937925823985,0.369683541214446,0.0011785836751485744,0.000942805825155692,0.953,22.916105689086507,0.0,29.57468329715566
195,Heteroskedastic,hyperparameter_robustness,0,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,512,5000,2.0142848810010037,1.9555425489998015,3.969827430000805,5000,5000,0.2821481471473453,0.27072448438167873,0.276436315764512,0.0013475091697017294,0.0015981301025116772,0.958,17.268606119696926,0.0,22.114905261160953
196,Heteroskedastic,hyperparameter_robustness,1,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,512,5000,2.538589055000557,3.07925993400022,5.617848989000777,5000,5000,0.1869043794879008,0.19909034004078735,0.19299735976434407,0.0015167429555973256,0.0010080777400253676,0.958,12.821944514923086,0.0,15.43978878114752
197,Heteroskedastic,hyperparameter_robustness,2,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,512,5000,2.0415355839995755,2.088563104000059,4.130098687999634,5000,5000,0.2731638402371809,0.2505597235739745,0.2618617819055777,0.0016670593814143246,0.0013524547908430648,0.965,17.311471222490958,0.0,20.948942552446205
198,Heteroskedastic,hyperparameter_robustness,3,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,512,5000,2.0893964010010677,1.935576117999517,4.024972519000585,5000,5000,0.24636583029118378,0.2461731755150719,0.24626950290312782,0.002276246461052945,0.0013448811699101936,0.969,16.15172266304125,0.0,19.701560232250216
199,Heteroskedastic,hyperparameter_robustness,4,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,512,5000,2.167076282999915,2.875279206999039,5.042355489998954,5000,5000,0.376996346508198,0.36064139487374014,0.3688188706909691,0.002091978476746443,0.0010994678899603465,0.952,22.541656082233203,0.0,29.50550965527751
200,Heteroskedastic,hyperparameter_robustness,0,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,1024,5000,3.28343716100062,2.7639390300009836,6.047376191001604,5000,5000,0.28138217768904916,0.26619012981084905,0.2737861537499491,0.0016277165914211794,0.0016775933617923118,0.958,17.20274721148244,0.0,21.902892299995916
201,Heteroskedastic,hyperparameter_robustness,1,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,1024,5000,2.8268007049991866,3.1073990690001665,5.934199773999353,5000,5000,0.18480270483557826,0.19629467830548544,0.19054869157053184,0.0015748397664378268,0.0019154196977402612,0.956,12.605151986418994,0.0,15.243895325642537
202,Heteroskedastic,hyperparameter_robustness,2,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,1024,5000,4.0021006490005675,2.81568103599966,6.817781685000227,5000,5000,0.27200523009740457,0.2485924996433028,0.2602988648703537,0.001938343174040821,0.001162992600553427,0.963,16.9505345803209,0.0,20.823909189628285
203,Heteroskedastic,hyperparameter_robustness,3,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,1024,5000,2.6725911809990066,3.00500553099846,5.677596711997467,5000,5000,0.25211585492417493,0.24397099889048313,0.24804342690732903,0.0016951269722372598,0.0022314595837270245,0.967,15.995017212192407,0.0,19.843474152586314
204,Heteroskedastic,hyperparameter_robustness,4,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,1024,5000,4.098389709000912,3.511758725000618,7.61014843400153,5000,5000,0.37752475510571504,0.36180904058008617,0.36966689784290063,0.0011577646597844625,0.0010711717469580491,0.952,22.491594788495146,0.0,29.57335182743203
205,Heteroskedastic,hyperparameter_robustness,0,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,2048,5000,4.95503189900046,4.932494209999277,9.887526108999737,5000,5000,0.28261515348405103,0.26773425996501043,0.2751747067245307,0.0017314726327254254,0.0012087638708852982,0.955,16.96827961524092,0.0,22.013976537962446
206,Heteroskedastic,hyperparameter_robustness,1,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,2048,5000,4.989150605999384,4.36772459399981,9.356875199999195,5000,5000,0.18490710757401108,0.1970262978801234,0.19096670272706723,0.0025213294545337293,0.0010802465458306357,0.957,12.35391115176484,0.0,15.277336218165372
207,Heteroskedastic,hyperparameter_robustness,2,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,2048,5000,4.840066459999434,4.841773038999236,9.68183949899867,5000,5000,0.2715424228355027,0.24760602034982498,0.25957422159266386,0.0017228493458279637,0.0010694426204565937,0.963,16.80950285321141,0.0,20.765937727413096
208,Heteroskedastic,hyperparameter_robustness,3,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,2048,5000,4.321690356000545,4.42002378899997,8.741714145000515,5000,5000,0.24686273901390268,0.24109826421988845,0.24398050161689555,0.0025794862699875217,0.002042239630335714,0.96,15.382690192188774,0.0,19.518440129351635
209,Heteroskedastic,hyperparameter_robustness,4,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,2.0,2048,5000,5.483792798999275,4.025026464001712,9.508819263000987,5000,5000,0.3787116089597221,0.3604471893440718,0.36957939915189697,0.0010995257671417946,0.0011244549215224742,0.949,22.13684206359657,0.0,29.566351932151743
210,Heteroskedastic,hyperparameter_robustness,0,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,32,5000,1.386128236001241,1.3725503390014637,2.7586785750027047,5000,5000,0.38405806340102594,0.3583667678549449,0.37121241562798546,0.0010990073212303793,0.0006832612090689271,0.996,29.45958716579319,0.0,29.696993250238823
211,Heteroskedastic,hyperparameter_robustness,1,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,32,5000,1.475163462000637,2.0965872760007187,3.571750738001356,5000,5000,0.28937890014378476,0.2976629638924434,0.2935209320181141,0.00043081525154385804,0.00042942820188109255,0.999,23.31837479115677,0.0,23.48167456144911
212,Heteroskedastic,hyperparameter_robustness,2,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,32,5000,2.1317205659997853,1.4124140380008612,3.5441346040006465,5000,5000,0.3735970970546747,0.3702676808600144,0.37193238895734454,0.0018547401079800655,0.0017220581553067638,0.997,29.15781974314401,0.0,29.75459111658755
213,Heteroskedastic,hyperparameter_robustness,3,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,32,5000,1.3348203330006072,1.32655178099958,2.661372114000187,5000,5000,0.3578722383277971,0.3622279998655397,0.3600501190966684,0.0009829136831591258,0.0009215863461321161,0.998,28.476916337635572,0.0,28.80400952773346
214,Heteroskedastic,hyperparameter_robustness,4,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,32,5000,1.2928485219999857,1.3566687299990008,2.6495172519989865,5000,5000,0.4506748467875963,0.4414361208015015,0.4460554837945489,0.001706492879873066,0.0011879031388954662,0.99,34.382164159293154,0.0,35.68443870356389
215,Heteroskedastic,hyperparameter_robustness,0,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,64,5000,1.3129263990012987,1.426594593000118,2.7395209920014167,5000,5000,0.3328866610202313,0.3329097357166396,0.3328981983684355,0.0007029616682605437,0.00047053605621555713,0.988,25.70001984037707,0.0,26.63185586947482
216,Heteroskedastic,hyperparameter_robustness,1,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,64,5000,1.7648234780008352,2.044277900000452,3.8091013780012872,5000,5000,0.26815910834838674,0.2717282162384788,0.2699436622934328,0.00043081525154385804,0.0005258115194902698,0.997,21.315051483554107,0.0,21.59549298347461
217,Heteroskedastic,hyperparameter_robustness,2,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,64,5000,1.811279965999347,1.4396079409998492,3.2508879069991963,5000,5000,0.34763986721981355,0.3417088903839577,0.3446743788018856,0.0013211480881464262,0.0016949009843629308,0.996,26.89635095904698,0.0,27.573950304150834
218,Heteroskedastic,hyperparameter_robustness,3,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,64,5000,1.3363140969995584,1.4349916190003569,2.7713057159999153,5000,5000,0.33561962960035174,0.32318868433526565,0.32940415696780867,0.0013706176512704078,0.001087917145774341,0.993,25.93929999638305,0.0,26.35233255742468
219,Heteroskedastic,hyperparameter_robustness,4,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,64,5000,1.3704507700003887,1.3547356090002722,2.725186379000661,5000,5000,0.4127664271929016,0.4267134236780487,0.4197399254354751,0.0005602030765276972,0.0016091016081407393,0.984,31.614402004536473,0.0,33.57919403483799
220,Heteroskedastic,hyperparameter_robustness,0,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,128,5000,1.4278107899990573,1.8386779430002207,3.266488732999278,5000,5000,0.3264793930905399,0.31669457848006294,0.3215869857853014,0.0010695967040203504,0.0005093223603526482,0.987,24.916703915529062,0.0,25.726958862824105
221,Heteroskedastic,hyperparameter_robustness,1,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,128,5000,2.1811137669992604,1.9796838839993143,4.160797650998575,5000,5000,0.29545134707810594,0.26254207047072314,0.2789967087744145,0.0003632918302303019,0.0003309154099997444,0.996,22.013722275959946,0.0,22.31973670195315
222,Heteroskedastic,hyperparameter_robustness,2,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,128,5000,1.441488290000052,1.4565685260004102,2.8980568160004623,5000,5000,0.32097875468888043,0.3286695092569513,0.3248241319729159,0.0023596268721758113,0.0018048273079718288,0.992,25.11377951997818,0.0,25.985930557833257
223,Heteroskedastic,hyperparameter_robustness,3,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,128,5000,1.4637382320015604,1.4756158439995488,2.939354076001109,5000,5000,0.3264666893074052,0.3141819574176621,0.32032432336253364,0.0014432551754165182,0.0023555174291330656,0.99,24.94372963491706,0.0,25.62594586900268
224,Heteroskedastic,hyperparameter_robustness,4,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,128,5000,1.527820409000924,1.4717145609993167,2.9995349700002407,5000,5000,0.4042675276609758,0.3890320372331282,0.39664978244705196,0.0004019199431317357,0.0009737571561707416,0.977,29.034113356032663,0.0,31.731982595764144
225,Heteroskedastic,hyperparameter_robustness,0,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,256,5000,2.2310311080000247,2.7366041889999906,4.967635297000015,5000,5000,0.33437876212221923,0.313965993875732,0.3241723779989756,0.000821289305106283,0.0008233772924258806,0.988,25.19231744535404,0.0,25.93379023991804
226,Heteroskedastic,hyperparameter_robustness,1,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,256,5000,1.8116051289998722,1.6243680809984653,3.4359732099983376,5000,5000,0.283534407902715,0.26430419496298746,0.27391930143285126,0.0004677399292035682,0.0005258115194902698,0.996,21.66932653031675,0.0,21.913544114628085
227,Heteroskedastic,hyperparameter_robustness,2,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,256,5000,1.6999959019995003,1.6210873019990686,3.321083203998569,5000,5000,0.3203129999835629,0.3193637904259498,0.3198383952047563,0.0009884720446582613,0.0009151423629464909,0.99,24.603699761124894,0.0,25.58707161638049
228,Heteroskedastic,hyperparameter_robustness,3,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,256,5000,1.7302528380005242,1.6120773619986721,3.3423301999991963,5000,5000,0.332228164101338,0.3028819386173099,0.31755505135932394,0.0014666129229607213,0.002554856893201246,0.99,24.493914738011377,0.0,25.404404108745904
229,Heteroskedastic,hyperparameter_robustness,4,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,256,5000,2.4994085369999084,2.463420877000317,4.962829414000225,5000,5000,0.3990120776571291,0.3970432590196583,0.3980276683383937,0.0006736999459643937,0.0016553080893226676,0.975,28.692109842996413,0.0,31.84221346707148
230,Heteroskedastic,hyperparameter_robustness,0,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,512,5000,2.038616734000243,1.978075330000138,4.016692064000381,5000,5000,0.32662491951840184,0.3142407548445336,0.32043283718146776,0.0011666423403238926,0.001089510884189127,0.983,24.156992961581775,0.0,25.634626974517406
231,Heteroskedastic,hyperparameter_robustness,1,proxsgd,0.025,0.975,0.95,10000,9000,1000,100,0.99,toeplitz,gaussian,1.0,True,1.0,3.0,0.2,0.0,0.0,0.0,5.0,512,5000,2.078602679999676,2.126495815000453,4.205098495000129,5000,5000,0.2775894041803332,0.278306948845745,0.27794817651303905,0.00033631278602955683,0.00042806499410109856,0.995,21.860683244093874,0.0,22.23585412104312
