seed,N_SUB,split,kind,method,tau,metric,value,method_label
123,10000,test,pi,IRLS,"PI(0.1,0.9)",mean_width,0.8240887387165111,IRLS
123,10000,test,pi,IRLS,"PI(0.1,0.9)",winkler,1.4196239948775573,IRLS
123,10000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__pearson_r,0.1779958737158096,IRLS
123,10000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__pearson_p,0.0,IRLS
123,10000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__spearman_r,0.2776664519615868,IRLS
123,10000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__spearman_p,0.0,IRLS
123,10000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__mean_width,0.8240887387165111,IRLS
123,10000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__pearson_r,0.3011163943775562,IRLS
123,10000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__pearson_p,0.0,IRLS
123,10000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__spearman_r,0.4213934547888022,IRLS
123,10000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__spearman_p,0.0,IRLS
123,10000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__mean_width,0.8240887387165111,IRLS
123,25000,train,timing,IRLS,0.1,fit_seconds,1090.0921710330003,IRLS
123,25000,train,timing,IRLS,0.1,n_iter,1254.0,IRLS
123,25000,train,timing,IRLS,0.5,fit_seconds,702.0956828810013,IRLS
123,25000,train,timing,IRLS,0.5,n_iter,793.0,IRLS
123,25000,train,timing,IRLS,0.9,fit_seconds,1248.955192427,IRLS
123,25000,train,timing,IRLS,0.9,n_iter,1391.0,IRLS
123,25000,train,kkt,IRLS,0.1,kkt_intercept_abs,0.0143479999999999,IRLS
123,25000,train,kkt,IRLS,0.1,kkt_grad_inf,0.005924,IRLS
123,25000,train,kkt,IRLS,0.1,kkt_grad_l2,0.0077657229782672,IRLS
123,25000,train,kkt,IRLS,0.1,frac_near_zero_resid,0.00548,IRLS
123,25000,train,kkt,IRLS,0.5,kkt_intercept_abs,0.00018,IRLS
123,25000,train,kkt,IRLS,0.5,kkt_grad_inf,0.0001263298957857,IRLS
123,25000,train,kkt,IRLS,0.5,kkt_grad_l2,0.0003400962120978,IRLS
123,25000,train,kkt,IRLS,0.5,frac_near_zero_resid,0.0158,IRLS
123,25000,train,kkt,IRLS,0.9,kkt_intercept_abs,0.014284,IRLS
123,25000,train,kkt,IRLS,0.9,kkt_grad_inf,0.006248,IRLS
123,25000,train,kkt,IRLS,0.9,kkt_grad_l2,0.0072138609779969,IRLS
123,25000,train,kkt,IRLS,0.9,frac_near_zero_resid,0.00484,IRLS
123,25000,train,metric,IRLS,0.1,pinball,0.0560539558430411,IRLS
123,25000,train,metric,IRLS,0.1,rmse,0.5849531818793774,IRLS
123,25000,test,metric,IRLS,0.1,pinball,0.064109012710358,IRLS
123,25000,test,metric,IRLS,0.1,rmse,0.5995534952672626,IRLS
123,25000,train,metric,IRLS,0.5,pinball,0.1322394128524142,IRLS
123,25000,train,metric,IRLS,0.5,rmse,0.3630350028094709,IRLS
123,25000,test,metric,IRLS,0.5,pinball,0.1407965113809134,IRLS
123,25000,test,metric,IRLS,0.5,rmse,0.382989679403372,IRLS
123,25000,train,metric,IRLS,0.9,pinball,0.0598906249266557,IRLS
123,25000,train,metric,IRLS,0.9,rmse,0.5796795581814871,IRLS
123,25000,test,metric,IRLS,0.9,pinball,0.0677139250082573,IRLS
123,25000,test,metric,IRLS,0.9,rmse,0.592302045650868,IRLS
123,25000,test,pi,IRLS,"PI(0.1,0.9)",coverage,0.76782,IRLS
123,25000,test,pi,IRLS,"PI(0.1,0.9)",mean_width,0.8571579780337766,IRLS
123,25000,test,pi,IRLS,"PI(0.1,0.9)",winkler,1.3182293771861535,IRLS
123,25000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__pearson_r,0.2634089023698585,IRLS
123,25000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__pearson_p,0.0,IRLS
123,25000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__spearman_r,0.3854887413854265,IRLS
123,25000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__spearman_p,0.0,IRLS
123,25000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__mean_width,0.8571579780337766,IRLS
123,25000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__pearson_r,0.4045036960820554,IRLS
123,25000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__pearson_p,0.0,IRLS
123,25000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__spearman_r,0.5507077218884163,IRLS
123,25000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__spearman_p,0.0,IRLS
123,25000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__mean_width,0.8571579780337766,IRLS
123,50000,train,timing,IRLS,0.1,fit_seconds,673.1369364070015,IRLS
123,50000,train,timing,IRLS,0.1,n_iter,495.0,IRLS
123,50000,train,timing,IRLS,0.5,fit_seconds,957.5784819069996,IRLS
123,50000,train,timing,IRLS,0.5,n_iter,723.0,IRLS
123,50000,train,timing,IRLS,0.9,fit_seconds,2031.9391324869996,IRLS
123,50000,train,timing,IRLS,0.9,n_iter,1618.0,IRLS
123,50000,train,kkt,IRLS,0.1,kkt_intercept_abs,0.0075239999999999,IRLS
123,50000,train,kkt,IRLS,0.1,kkt_grad_inf,0.003196,IRLS
123,50000,train,kkt,IRLS,0.1,kkt_grad_l2,0.0037643505835951,IRLS
123,50000,train,kkt,IRLS,0.1,frac_near_zero_resid,0.00224,IRLS
123,50000,train,kkt,IRLS,0.5,kkt_intercept_abs,0.0001,IRLS
123,50000,train,kkt,IRLS,0.5,kkt_grad_inf,0.0002306091560971,IRLS
123,50000,train,kkt,IRLS,0.5,kkt_grad_l2,0.0003749922114947,IRLS
123,50000,train,kkt,IRLS,0.5,frac_near_zero_resid,0.00768,IRLS
123,50000,train,kkt,IRLS,0.9,kkt_intercept_abs,0.0075,IRLS
123,50000,train,kkt,IRLS,0.9,kkt_grad_inf,0.003414,IRLS
123,50000,train,kkt,IRLS,0.9,kkt_grad_l2,0.0040219417507202,IRLS
123,50000,train,kkt,IRLS,0.9,frac_near_zero_resid,0.0024,IRLS
123,50000,train,metric,IRLS,0.1,pinball,0.0578457024691053,IRLS
123,50000,train,metric,IRLS,0.1,rmse,0.5862748891870675,IRLS
123,50000,test,metric,IRLS,0.1,pinball,0.0615861527185234,IRLS
123,50000,test,metric,IRLS,0.1,rmse,0.5885381744669863,IRLS
123,50000,train,metric,IRLS,0.5,pinball,0.1349773849747359,IRLS
123,50000,train,metric,IRLS,0.5,rmse,0.3679354275370117,IRLS
123,50000,test,metric,IRLS,0.5,pinball,0.1384353688665877,IRLS
123,50000,test,metric,IRLS,0.5,rmse,0.3736682460198285,IRLS
123,50000,train,metric,IRLS,0.9,pinball,0.0619675639729249,IRLS
123,50000,train,metric,IRLS,0.9,rmse,0.5863646886912022,IRLS
123,50000,test,metric,IRLS,0.9,pinball,0.0653449590924924,IRLS
123,50000,test,metric,IRLS,0.9,rmse,0.5914715746787892,IRLS
123,50000,test,pi,IRLS,"PI(0.1,0.9)",coverage,0.78774,IRLS
123,50000,test,pi,IRLS,"PI(0.1,0.9)",mean_width,0.8685228500759815,IRLS
123,50000,test,pi,IRLS,"PI(0.1,0.9)",winkler,1.269311118110159,IRLS
123,50000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__pearson_r,0.295502718577398,IRLS
123,50000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__pearson_p,0.0,IRLS
123,50000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__spearman_r,0.424218342462915,IRLS
123,50000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__spearman_p,0.0,IRLS
123,50000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__mean_width,0.8685228500759815,IRLS
123,50000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__pearson_r,0.4646152103548824,IRLS
123,50000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__pearson_p,0.0,IRLS
123,50000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__spearman_r,0.6159036859376242,IRLS
123,50000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__spearman_p,0.0,IRLS
123,50000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__mean_width,0.8685228500759815,IRLS
123,75000,train,timing,IRLS,0.1,fit_seconds,1679.1927285230013,IRLS
123,75000,train,timing,IRLS,0.1,n_iter,965.0,IRLS
123,75000,train,timing,IRLS,0.5,fit_seconds,840.0503858720003,IRLS
123,75000,train,timing,IRLS,0.5,n_iter,479.0,IRLS
123,75000,train,timing,IRLS,0.9,fit_seconds,1245.589392553,IRLS
123,75000,train,timing,IRLS,0.9,n_iter,647.0,IRLS
123,75000,train,kkt,IRLS,0.1,kkt_intercept_abs,0.0049573333333333,IRLS
123,75000,train,kkt,IRLS,0.1,kkt_grad_inf,0.00234,IRLS
123,75000,train,kkt,IRLS,0.1,kkt_grad_l2,0.0026933093731019,IRLS
123,75000,train,kkt,IRLS,0.1,frac_near_zero_resid,0.0013066666666666,IRLS
123,75000,train,kkt,IRLS,0.5,kkt_intercept_abs,4.6666666666666665e-05,IRLS
123,75000,train,kkt,IRLS,0.5,kkt_grad_inf,8.27749511680666e-05,IRLS
123,75000,train,kkt,IRLS,0.5,kkt_grad_l2,0.0001547794043789,IRLS
123,75000,train,kkt,IRLS,0.5,frac_near_zero_resid,0.0050266666666666,IRLS
123,75000,train,kkt,IRLS,0.9,kkt_intercept_abs,0.004952,IRLS
123,75000,train,kkt,IRLS,0.9,kkt_grad_inf,0.002224,IRLS
123,75000,train,kkt,IRLS,0.9,kkt_grad_l2,0.0025393728897005,IRLS
123,75000,train,kkt,IRLS,0.9,frac_near_zero_resid,0.0013866666666666,IRLS
123,75000,train,metric,IRLS,0.1,pinball,0.0584749917056437,IRLS
123,75000,train,metric,IRLS,0.1,rmse,0.5874351021511294,IRLS
123,75000,test,metric,IRLS,0.1,pinball,0.0603327030058453,IRLS
123,75000,test,metric,IRLS,0.1,rmse,0.5890531851951407,IRLS
123,75000,train,metric,IRLS,0.5,pinball,0.135335341577784,IRLS
123,75000,train,metric,IRLS,0.5,rmse,0.3689287685297415,IRLS
123,75000,test,metric,IRLS,0.5,pinball,0.1382757591620652,IRLS
123,75000,test,metric,IRLS,0.5,rmse,0.3735227615909491,IRLS
123,75000,train,metric,IRLS,0.9,pinball,0.0621551942183879,IRLS
123,75000,train,metric,IRLS,0.9,rmse,0.5831692330228262,IRLS
123,75000,test,metric,IRLS,0.9,pinball,0.0648876257065208,IRLS
123,75000,test,metric,IRLS,0.9,rmse,0.5862053195877839,IRLS
123,75000,test,pi,IRLS,"PI(0.1,0.9)",coverage,0.79024,IRLS
123,75000,test,pi,IRLS,"PI(0.1,0.9)",mean_width,0.868090545737437,IRLS
123,75000,test,pi,IRLS,"PI(0.1,0.9)",winkler,1.2522032871236617,IRLS
123,75000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__pearson_r,0.3039683549807385,IRLS
123,75000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__pearson_p,0.0,IRLS
123,75000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__spearman_r,0.4447003823803175,IRLS
123,75000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__spearman_p,0.0,IRLS
123,75000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__mean_width,0.868090545737437,IRLS
123,75000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__pearson_r,0.476318958500635,IRLS
123,75000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__pearson_p,0.0,IRLS
123,75000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__spearman_r,0.6377769093535701,IRLS
123,75000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__spearman_p,0.0,IRLS
123,75000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__mean_width,0.868090545737437,IRLS
123,100000,train,timing,IRLS,0.1,fit_seconds,1573.5410764340013,IRLS
123,100000,train,timing,IRLS,0.1,n_iter,714.0,IRLS
123,100000,train,timing,IRLS,0.5,fit_seconds,1012.2041684069992,IRLS
123,100000,train,timing,IRLS,0.5,n_iter,468.0,IRLS
123,100000,train,timing,IRLS,0.9,fit_seconds,1108.3094581490004,IRLS
123,100000,train,timing,IRLS,0.9,n_iter,509.0,IRLS
123,100000,train,kkt,IRLS,0.1,kkt_intercept_abs,0.0037489999999999,IRLS
123,100000,train,kkt,IRLS,0.1,kkt_grad_inf,0.001709,IRLS
123,100000,train,kkt,IRLS,0.1,kkt_grad_l2,0.0020087153672482,IRLS
123,100000,train,kkt,IRLS,0.1,frac_near_zero_resid,0.00129,IRLS
123,100000,train,kkt,IRLS,0.5,kkt_intercept_abs,7e-05,IRLS
123,100000,train,kkt,IRLS,0.5,kkt_grad_inf,9.006379368603852e-05,IRLS
123,100000,train,kkt,IRLS,0.5,kkt_grad_l2,0.0001465191570695,IRLS
123,100000,train,kkt,IRLS,0.5,frac_near_zero_resid,0.00422,IRLS
123,100000,train,kkt,IRLS,0.9,kkt_intercept_abs,0.003688,IRLS
123,100000,train,kkt,IRLS,0.9,kkt_grad_inf,0.001566,IRLS
123,100000,train,kkt,IRLS,0.9,kkt_grad_l2,0.0018794418042614,IRLS
123,100000,train,kkt,IRLS,0.9,frac_near_zero_resid,0.00128,IRLS
123,100000,train,metric,IRLS,0.1,pinball,0.0586658392681756,IRLS
123,100000,train,metric,IRLS,0.1,rmse,0.586445650323043,IRLS
123,100000,test,metric,IRLS,0.1,pinball,0.060130867110402,IRLS
123,100000,test,metric,IRLS,0.1,rmse,0.5872452370029093,IRLS
123,100000,train,metric,IRLS,0.5,pinball,0.1355870523808769,IRLS
123,100000,train,metric,IRLS,0.5,rmse,0.3693193129726094,IRLS
123,100000,test,metric,IRLS,0.5,pinball,0.1385290249367121,IRLS
123,100000,test,metric,IRLS,0.5,rmse,0.3735415031601027,IRLS
123,100000,train,metric,IRLS,0.9,pinball,0.0623596944524098,IRLS
123,100000,train,metric,IRLS,0.9,rmse,0.5839402913814364,IRLS
123,100000,test,metric,IRLS,0.9,pinball,0.0644416915654539,IRLS
123,100000,test,metric,IRLS,0.9,rmse,0.5869910046187892,IRLS
123,100000,test,pi,IRLS,"PI(0.1,0.9)",coverage,0.79054,IRLS
123,100000,test,pi,IRLS,"PI(0.1,0.9)",mean_width,0.868226537266604,IRLS
123,100000,test,pi,IRLS,"PI(0.1,0.9)",winkler,1.2457255867585604,IRLS
123,100000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__pearson_r,0.325731340816132,IRLS
123,100000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__pearson_p,0.0,IRLS
123,100000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__spearman_r,0.4512807845562102,IRLS
123,100000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__spearman_p,0.0,IRLS
123,100000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__mean_width,0.868226537266604,IRLS
123,100000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__pearson_r,0.5130957420436231,IRLS
123,100000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__pearson_p,0.0,IRLS
123,100000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__spearman_r,0.6590159813211225,IRLS
123,100000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__spearman_p,0.0,IRLS
123,100000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__mean_width,0.868226537266604,IRLS
123,250000,train,timing,IRLS,0.1,fit_seconds,2538.5384907000007,IRLS
123,250000,train,timing,IRLS,0.1,n_iter,518.0,IRLS
123,250000,train,timing,IRLS,0.5,fit_seconds,1775.2253815220029,IRLS
123,250000,train,timing,IRLS,0.5,n_iter,367.0,IRLS
123,250000,train,timing,IRLS,0.9,fit_seconds,2599.810598974,IRLS
123,250000,train,timing,IRLS,0.9,n_iter,501.0,IRLS
123,250000,train,kkt,IRLS,0.1,kkt_intercept_abs,0.0016147999999999,IRLS
123,250000,train,kkt,IRLS,0.1,kkt_grad_inf,0.0007176,IRLS
123,250000,train,kkt,IRLS,0.1,kkt_grad_l2,0.0008525164608647,IRLS
123,250000,train,kkt,IRLS,0.1,frac_near_zero_resid,0.000468,IRLS
123,250000,train,kkt,IRLS,0.5,kkt_intercept_abs,2e-06,IRLS
123,250000,train,kkt,IRLS,0.5,kkt_grad_inf,5.251874534616479e-05,IRLS
123,250000,train,kkt,IRLS,0.5,kkt_grad_l2,8.33527361152422e-05,IRLS
123,250000,train,kkt,IRLS,0.5,frac_near_zero_resid,0.001748,IRLS
123,250000,train,kkt,IRLS,0.9,kkt_intercept_abs,0.0016356,IRLS
123,250000,train,kkt,IRLS,0.9,kkt_grad_inf,0.00072,IRLS
123,250000,train,kkt,IRLS,0.9,kkt_grad_l2,0.0008432548382016,IRLS
123,250000,train,kkt,IRLS,0.9,frac_near_zero_resid,0.000436,IRLS
123,250000,train,metric,IRLS,0.1,pinball,0.0589996866510963,IRLS
123,250000,train,metric,IRLS,0.1,rmse,0.5859463767241169,IRLS
123,250000,test,metric,IRLS,0.1,pinball,0.0596400181329692,IRLS
123,250000,test,metric,IRLS,0.1,rmse,0.5867098080429374,IRLS
123,250000,train,metric,IRLS,0.5,pinball,0.1362340157476451,IRLS
123,250000,train,metric,IRLS,0.5,rmse,0.3692141017520852,IRLS
123,250000,test,metric,IRLS,0.5,pinball,0.1368854606184127,IRLS
123,250000,test,metric,IRLS,0.5,rmse,0.3701558829848573,IRLS
123,250000,train,metric,IRLS,0.9,pinball,0.0630479131237398,IRLS
123,250000,train,metric,IRLS,0.9,rmse,0.5830846167521162,IRLS
123,250000,test,metric,IRLS,0.9,pinball,0.0634305375028619,IRLS
123,250000,test,metric,IRLS,0.9,rmse,0.5847332050728418,IRLS
123,250000,test,pi,IRLS,"PI(0.1,0.9)",coverage,0.79634,IRLS
123,250000,test,pi,IRLS,"PI(0.1,0.9)",mean_width,0.8702135396370494,IRLS
123,250000,test,pi,IRLS,"PI(0.1,0.9)",winkler,1.2307055563583127,IRLS
123,250000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__pearson_r,0.3148693978855439,IRLS
123,250000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__pearson_p,0.0,IRLS
123,250000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__spearman_r,0.4617442649811298,IRLS
123,250000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__spearman_p,0.0,IRLS
123,250000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__mean_width,0.8702135396370494,IRLS
123,250000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__pearson_r,0.4956971116625828,IRLS
123,250000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__pearson_p,0.0,IRLS
123,250000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__spearman_r,0.6685374175158344,IRLS
123,250000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__spearman_p,0.0,IRLS
123,250000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__mean_width,0.8702135396370494,IRLS
123,500000,train,timing,IRLS,0.1,fit_seconds,4343.527756550997,IRLS
123,500000,train,timing,IRLS,0.1,n_iter,427.0,IRLS
123,500000,train,timing,IRLS,0.5,fit_seconds,2848.05431041,IRLS
123,500000,train,timing,IRLS,0.5,n_iter,261.0,IRLS
123,500000,train,timing,IRLS,0.9,fit_seconds,5600.889018909998,IRLS
123,500000,train,timing,IRLS,0.9,n_iter,551.0,IRLS
123,500000,train,kkt,IRLS,0.1,kkt_intercept_abs,0.0008769999999999,IRLS
123,500000,train,kkt,IRLS,0.1,kkt_grad_inf,0.0004032,IRLS
123,500000,train,kkt,IRLS,0.1,kkt_grad_l2,0.0004840490719526,IRLS
123,500000,train,kkt,IRLS,0.1,frac_near_zero_resid,0.00017,IRLS
123,500000,train,kkt,IRLS,0.5,kkt_intercept_abs,9e-06,IRLS
123,500000,train,kkt,IRLS,0.5,kkt_grad_inf,1.2660257719247131e-05,IRLS
123,500000,train,kkt,IRLS,0.5,kkt_grad_l2,2.35079592183254e-05,IRLS
123,500000,train,kkt,IRLS,0.5,frac_near_zero_resid,0.00083,IRLS
123,500000,train,kkt,IRLS,0.9,kkt_intercept_abs,0.0008686,IRLS
123,500000,train,kkt,IRLS,0.9,kkt_grad_inf,0.0003798,IRLS
123,500000,train,kkt,IRLS,0.9,kkt_grad_l2,0.0004440667619535,IRLS
123,500000,train,kkt,IRLS,0.9,frac_near_zero_resid,0.000166,IRLS
123,500000,train,metric,IRLS,0.1,pinball,0.0591731402003891,IRLS
123,500000,train,metric,IRLS,0.1,rmse,0.5867777974094421,IRLS
123,500000,test,metric,IRLS,0.1,pinball,0.0595247455898972,IRLS
123,500000,test,metric,IRLS,0.1,rmse,0.586431436271099,IRLS
123,500000,train,metric,IRLS,0.5,pinball,0.1364494739870377,IRLS
123,500000,train,metric,IRLS,0.5,rmse,0.36938147727155,IRLS
123,500000,test,metric,IRLS,0.5,pinball,0.1357674227909831,IRLS
123,500000,test,metric,IRLS,0.5,rmse,0.3676853504168003,IRLS
123,500000,train,metric,IRLS,0.9,pinball,0.0632006324632407,IRLS
123,500000,train,metric,IRLS,0.9,rmse,0.5822372991704583,IRLS
123,500000,test,metric,IRLS,0.9,pinball,0.0630100892814977,IRLS
123,500000,test,metric,IRLS,0.9,rmse,0.5792892668395481,IRLS
123,500000,test,pi,IRLS,"PI(0.1,0.9)",coverage,0.79888,IRLS
123,500000,test,pi,IRLS,"PI(0.1,0.9)",mean_width,0.8684425467343397,IRLS
123,500000,test,pi,IRLS,"PI(0.1,0.9)",winkler,1.22534834871395,IRLS
123,500000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__pearson_r,0.3297302819828011,IRLS
123,500000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__pearson_p,0.0,IRLS
123,500000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__spearman_r,0.4750086079605865,IRLS
123,500000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__spearman_p,0.0,IRLS
123,500000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_y__mean_width,0.8684425467343397,IRLS
123,500000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__pearson_r,0.5138821718449105,IRLS
123,500000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__pearson_p,0.0,IRLS
123,500000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__spearman_r,0.6849574606137602,IRLS
123,500000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__spearman_p,0.0,IRLS
123,500000,test,corr,IRLS,"PI(0.1,0.9)",width_vs_q50hat__mean_width,0.8684425467343397,IRLS
123,10000,train,timing,proxSGD,0.1,fit_seconds,42.68670503500016,proxSGD
123,10000,train,timing,proxSGD,0.1,n_iter,5000.0,proxSGD
123,10000,train,timing,proxSGD,0.5,fit_seconds,42.68381081700045,proxSGD
123,10000,train,timing,proxSGD,0.5,n_iter,5000.0,proxSGD
123,10000,train,timing,proxSGD,0.9,fit_seconds,43.02589029699993,proxSGD
123,10000,train,timing,proxSGD,0.9,n_iter,5000.0,proxSGD
123,10000,train,kkt,proxSGD,0.1,kkt_intercept_abs,0.0125,proxSGD
123,10000,train,kkt,proxSGD,0.1,kkt_grad_inf,0.0058299999999999,proxSGD
123,10000,train,kkt,proxSGD,0.1,kkt_grad_l2,0.0081287519958466,proxSGD
123,10000,train,kkt,proxSGD,0.1,frac_near_zero_resid,0.0,proxSGD
123,10000,train,kkt,proxSGD,0.5,kkt_intercept_abs,0.0008,proxSGD
123,10000,train,kkt,proxSGD,0.5,kkt_grad_inf,0.00105,proxSGD
123,10000,train,kkt,proxSGD,0.5,kkt_grad_l2,0.0031577290240948,proxSGD
123,10000,train,kkt,proxSGD,0.5,frac_near_zero_resid,0.0,proxSGD
123,10000,train,kkt,proxSGD,0.9,kkt_intercept_abs,0.0110999999999999,proxSGD
123,10000,train,kkt,proxSGD,0.9,kkt_grad_inf,0.0051299999999999,proxSGD
123,10000,train,kkt,proxSGD,0.9,kkt_grad_l2,0.0067518380218623,proxSGD
123,10000,train,kkt,proxSGD,0.9,frac_near_zero_resid,0.0,proxSGD
123,10000,train,metric,proxSGD,0.1,pinball,0.0534182860406268,proxSGD
123,10000,train,metric,proxSGD,0.1,rmse,0.5736917936320051,proxSGD
123,10000,test,metric,proxSGD,0.1,pinball,0.06683560159678,proxSGD
123,10000,test,metric,proxSGD,0.1,rmse,0.6015973620448593,proxSGD
123,10000,train,metric,proxSGD,0.5,pinball,0.1278407178844807,proxSGD
123,10000,train,metric,proxSGD,0.5,rmse,0.3564325191723069,proxSGD
123,10000,test,metric,proxSGD,0.5,pinball,0.1439330235789058,proxSGD
123,10000,test,metric,proxSGD,0.5,rmse,0.3890263402116485,proxSGD
123,10000,train,metric,proxSGD,0.9,pinball,0.0556575372188552,proxSGD
123,10000,train,metric,proxSGD,0.9,rmse,0.5732865066991311,proxSGD
123,10000,test,metric,proxSGD,0.9,pinball,0.0726974277138406,proxSGD
123,10000,test,metric,proxSGD,0.9,rmse,0.5973995558955165,proxSGD
123,10000,test,pi,proxSGD,"PI(0.1,0.9)",coverage,0.74624,proxSGD
123,10000,test,pi,proxSGD,"PI(0.1,0.9)",mean_width,0.8477739975909362,proxSGD
123,10000,test,pi,proxSGD,"PI(0.1,0.9)",winkler,1.3953302931062066,proxSGD
123,10000,test,corr,proxSGD,"PI(0.1,0.9)",width_vs_y__pearson_r,0.2005273868076194,proxSGD
123,10000,test,corr,proxSGD,"PI(0.1,0.9)",width_vs_y__pearson_p,0.0,proxSGD
123,10000,test,corr,proxSGD,"PI(0.1,0.9)",width_vs_y__spearman_r,0.2947946556034127,proxSGD
123,10000,test,corr,proxSGD,"PI(0.1,0.9)",width_vs_y__spearman_p,0.0,proxSGD
123,10000,test,corr,proxSGD,"PI(0.1,0.9)",width_vs_y__mean_width,0.8477739975909362,proxSGD
123,10000,test,corr,proxSGD,"PI(0.1,0.9)",width_vs_q50hat__pearson_r,0.3200532405238133,proxSGD
123,10000,test,corr,proxSGD,"PI(0.1,0.9)",width_vs_q50hat__pearson_p,0.0,proxSGD
123,10000,test,corr,proxSGD,"PI(0.1,0.9)",width_vs_q50hat__spearman_r,0.4386915000970941,proxSGD
123,10000,test,corr,proxSGD,"PI(0.1,0.9)",width_vs_q50hat__spearman_p,0.0,proxSGD
123,10000,test,corr,proxSGD,"PI(0.1,0.9)",width_vs_q50hat__mean_width,0.8477739975909362,proxSGD
123,25000,train,timing,proxSGD,0.1,fit_seconds,44.49744562499927,proxSGD
123,25000,train,timing,proxSGD,0.1,n_iter,5000.0,proxSGD
123,25000,train,timing,proxSGD,0.5,fit_seconds,43.91710492100083,proxSGD
123,25000,train,timing,proxSGD,0.5,n_iter,5000.0,proxSGD
123,25000,train,timing,proxSGD,0.9,fit_seconds,43.31220762800058,proxSGD
123,25000,train,timing,proxSGD,0.9,n_iter,5000.0,proxSGD
123,25000,train,kkt,proxSGD,0.1,kkt_intercept_abs,0.00824,proxSGD
